0.002625,1
0.006562,2
0.007874,3
0.060367,4
0.090551,5
0.475066,6
0.570866,7
0.699475,8
0.812336,9
1.332021,10
1.543307,11
1.772966,12
1.488189,13
1.975066,14
1.994751,15
2.060367,16
1.933071,17
1.900262,18
1.543307,19
0.829396,20
0.279528,21
0.198163,22
0.119423,23
0.158793,24
0.194226,25
0.200787,26
0.171916,27
0.140420,28
0.137795,29
0.081365,30
0.094488,31
0.076115,32
0.055118,33
0.089239,34
0.090551,35
0.090551,36
0.093176,37
0.089239,38
0.090551,39
0.072178,40
0.072178,41
0.086614,42
0.091864,43
0.120735,44
0.099738,45
0.091864,46
0.103675,47
0.094488,48
0.133858,49
0.118110,50
0.119423,51
0.120735,52
0.118110,53
0.093176,54
0.141732,55
0.204724,56
0.212598,57
0.196850,58
0.204724,59
0.196850,60
0.175853,61
0.175853,62
0.093176,63
0.170604,64
0.169291,65
0.144357,66
0.132546,67
0.077428,68
0.118110,69
0.110236,70
0.077428,71
0.060367,72
0.069554,73
0.051181,74
0.059055,75
0.049869,76
0.055118,77
0.057743,78
0.055118,79
0.049869,80
0.040682,81
0.038058,82
0.023622,83
0.022310,84
0.014436,85
0.006562,86
0.001312,87
0.005249,88
0.000000,89
0.001312,90
0.000000,91
0.000000,92
0.000000,93
0.000000,94
0.000000,95
0.000000,96
0.000000,97
0.000000,98
0.000000,99
0.000000,100
0.000000,101
0.000000,102
0.000000,103
0.000000,104
0.000000,105
0.000000,106
0.000000,107
0.000000,108
0.000000,109
0.000000,110
0.000000,111
0.000000,112
0.000000,113
0.000000,114
0.000000,115
0.000000,116
0.000000,117
0.000000,118
0.000000,119
0.000000,120
0.000000,121
0.000000,122
0.000000,123
0.000000,124
0.000000,125
0.000000,126
0.000000,127
0.000000,128
